Lat Long,Emotion
"-38.39,146.01",4
"59.43,24.61",4
"49.1,-121.93",4
"51.59,4.74",4
"-37.7,144.75",4
"-27.57,151.95",4
"-19.24,146.69",4
"-37.84,145",4
"-27.39,153",4
"54.73,25.26",4
"52.15,11.62",4
"-25.91,153",4
"44.91,8.62",4
"41.37,2.16",4
"55.7,13.18",4
"22.29,70.8",4
"46,8.85",4
"-32.11,115.78",4
"-41.29,174.75",4
"50.88,4.44",4
"151.17,-33.79",4
"29.68,-95.4",4
"-33.92,151.09",4
"49.8,-97.17",4
"37.53,-122.29",4
"43.36,-8.41",4
"-27.49,152.99",4
"42.54,-88.47",4
"41.19,-73.1",4
"55.68,12.55",4
"45.38,-75.69",4
"-35.28,149.12",4
"-27.38,152.99",4
"51.48,-2.51",4
"52.28,-1.55",4
"49.27,-123.15",4
"44.4,8.95",4
"-31.1,150.89",4
"-34.18,138.8",4
"52.28,4.85",4
"1.32,103.8",4
"-37.72,145.09",4
"49,-123.03",4
"45.37,-75.68",4
"1.3,103.79",4
"-31.95,115.87",4
"52.04,8.53",4
"49.12,-122.87",4
"-27.52,153.06",4
"-33.84,150.89",4
"49.01,8.41",4
"21.2,72.78",4
"54.71,25.28",4
"35.74,51.41",4
"53.2,8.92",4
"50.94,-114.08",4
"-41.24,174.77",4
"-36.91,174.88",4
"37.35,-121.89",4
"-27.38,152.93",4
"39.52,-119.88",4
"-36.87,174.77",4
"23.03,72.53",4
"-25.25,152.81",4
"48.63,-123.54",4
"6.71,79.91",4
"49.27,-123.11",4
"37.77,-122.43",4
"40.76,-73.95",4
"52.15,4.5",4
"51.93,4.34",4
"-32.12,116",4
"52.19,-113.22",3
"43.63,-79.58",3
"41.99,-87.82",3
"-33.9,151.26",3
"-37.46,144.67",3
"51.5,7.79",3
"45.47,9.14",3
"-37.79,145.28",3
"-37.75,144.95",3
"-31.93,115.87",3
"42.42,-82.93",3
"50.89,-114.06",3
"-27.47,153.05",3
"34.16,-118.39",3
"51.04,-113.98",3
"-41.29,174.78",3
"-28.68,153.61",3
"-34.92,138.55",3
"-41.44,147.14",3
"34.06,-118.48",3
"49.91,-96.7",3
"36.99,-86.45",3
"37.39,-122.07",3
"42.38,-71.11",3
"-37.81,145.01",3
"49.17,-123.12",3
"-27.47,153.06",3
"55.58,13.03",3
"-37.92,145.06",3
"49.24,-122.57",3
"54.75,25.28",3
"51.49,-0.27",3
"1.32,103.81",3
"52.34,5.17",3
"13.74,100.56",3
"9.65,-82.77",3
"50.64,-120.37",3
"45.07,7.64",3
"49.44,7.78",3
"43.54,11.02",3
"-37.8,144.88",3
"-37.82,144.98",3
"-33.9,151.13",3
"38.05,-78.92",3
"42.08,-71.09",3
"43.86,10.24",3
"54.93,23.88",3
"43.59,-79.71",3
"50.99,-114.07",3
"51.08,-114.15",3
"-27.44,152.93",3
"54.66,25.35",3
"50.42,-105.54",3
"-27.47,153.12",3
"51.58,-0.08",3
"-27.52,153.05",3
"-26.8,153.13",3
"41.26,1.99",3
"43.74,-79.34",3
"-33.78,150.95",3
"-33.9,151.16",3
"49.45,-114.19",3
"54.71,25.21",3
"51.15,4.66",3
"-27.17,152.92",3
"37.93,23.76",3
"51.04,-114.21",3
"50.7,-120.38",3
"-26.8,152.96",3
"51.04,13.69",3
"38.37,-78.73",3
"45.41,-73.64",3
"-19.32,146.75",3
"-31.96,115.84",3
"-37.71,145.1",3
"37.95,-84.51",3
"53.41,-2.55",3
"22.96,72.37",3
"-27.55,153.04",3
"-27.37,153.05",3
"-27.27,150.45",3
"38.91,-94.75",3
"48.47,-81.37",3
"47.16,7.79",3
"55.71,12.57",3
"37.58,-4.64",3
"-27.33,153.04",3
"-27.45,152.97",3
"-27.56,152.28",3
"45.98,-73.69",3
"54.9,23.92",3
"-37.84,144.98",3
"-27.46,152.97",3
"52.28,-106.66",3
"45.98,12.31",3
"50.74,-1.88",3
"45.66,9.05",3
"51.52,4.48",3
"-27.54,153",3
"10.46,-66.84",3
"-32.13,115.85",3
"-27.54,153.25",3
"45.56,-73.57",3
"152.99,-27.47",3
"51.5,3.88",3
"-37.78,144.83",3
"-37.81,144.98",3
"-38.4,146.01",3
"-37.77,144.99",3
"51.84,4.31",3
"152.98,-27.29",3
"45.42,-75.6",3
"34.19,-118.45",3
"151.2,-33.86",3
"-27.54,152.94",3
"54.37,-109.11",3
"51.82,10.75",3
"53.64,-113.58",3
"46.2,6.14",3
"44.92,-93.65",3
"9.01,-79.53",3
"152.94,-27.29",3
"52.2,-2.24",3
"-27.31,153.01",3
"35.6,139.67",3
"42.41,-82.2",3
"46.68,7.86",3
"21.14,72.78",3
"39.89,-86.04",3
"-33.82,151.08",3
"-45.81,170.62",3
"45.4,-75.65",3
"46.58,-90.88",3
"-36.9,174.82",3
"145.98,-36.55",3
"45.62,13.81",3
"-27.41,153.02",3
"48.45,-123.39",3
"52.49,5.06",3
"51.46,3.56",3
"49.04,-122.77",3
"-27.42,152.92",3
"53.89,10.63",3
"35.24,-97.44",3
"45.57,9.7",3
"17.93,102.64",3
"-27.35,153.05",3
"-27.36,153.06",3
"-27.62,152.96",3
"30.23,-97.71",3
"60.17,24.79",3
"52.19,0.13",3
"-43.48,172.64",3
"50.86,-1.28",3
"52.1,-106.6",3
"-30.34,153.08",3
"-31.89,115.98",3
"31.66,-94.6",3
"-27.5,153.06",3
"-27.57,151.97",3
"29.53,-98.39",3
"59.93,30.36",3
"49.3,-122.85",3
"21.17,72.89",3
"-23.89,151.27",3
"51.29,7.04",3
"45.39,-75.67",3
"43.06,-75.2",3
"50.88,4.3",3
"39.96,116.35",3
"47.14,9.52",3
"44.17,-77.34",3
"40.79,17.11",3
"-12.37,130.88",3
"-33.7,150.92",3
"47.23,8.07",3
"41.92,12.51",3
"53.42,-113.46",3
"-25.28,152.8",3
"54.85,23.86",3
"49.46,11.07",3
"51.85,4.39",3
"51.18,-115.56",3
"30.27,-97.74",3
"-37.79,144.55",3
"52,8.55",3
"-26.5,153.07",3
"-34.92,138.59",3
"-0.77,51.65",3
"58.21,26.41",3
"28.87,-82.4",3
"42.25,-72.57",3
"47.67,11.77",3
"47.93,13.48",3
"55.52,12.93",3
"49.27,-123.12",3
"41.11,-78.77",3
"-35.39,149.04",3
"-27.39,152.99",3
"37.55,-122.3",3
"54.05,-2.8",3
"51.34,9.85",3
"-35,138.53",3
"-6.17,106.76",3
"43.89,-79.4",3
"43.89,-79.39",3
"33.91,-118.34",3
"-35.29,149.18",3
"33.03,-96.67",3
"44.95,9.73",3
"38.03,-84.71",3
"41.38,2.13",3
"-27.43,153.06",3
"-31.89,115.84",3
"51.49,-0.06",3
"41.08,14.33",3
"37.65,-121.89",3
"53.62,-113.41",3
"51.58,-0.16",3
"-31.9,115.94",3
"-31.89,116",3
"-32.99,151.63",3
"43.9,-80.1",3
"49.12,-122.66",3
"21.03,105.84",3
"46.72,-71.3",3
"-16.9,145.69",3
"45.45,11.73",3
"43.59,-80.55",3
"45.7,9.71",3
"-27.62,153.03",3
"51.47,-0.17",3
"-39.49,176.89",3
"-37.82,145.05",3
"-34.94,138.6",3
"51.46,-0.12",3
"53.47,-113.51",3
"-32.61,117.08",3
"43.75,-79.49",3
"-6.19,106.85",3
"-27.49,152.95",3
"44,-77.87",3
"22.54,113.92",3
"45.65,-73.49",3
"49.81,10.99",3
"-15.76,-47.89",3
"44.49,-103.87",3
"44.29,-78.32",3
"48.86,2.4",3
"46.48,11.32",3
"49.03,12.1",3
"-27.48,153.05",3
"-106.32,35.89",3
"51.43,7.07",3
"153.45,-28.11",3
"36.33,-119.66",3
"-29.03,167.96",3
"-37.79,145.22",3
"39.89,-86.21",3
"-29.83,152.89",3
"-35.32,149.07",3
"59.4,24.55",3
"-37.75,145",3
"-37.52,143.83",3
"43.66,-79.39",3
"45.61,7.73",3
"-27.41,153.04",3
"-26.62,152.96",3
"-27.46,153.08",3
"45.11,-79.66",3
"-37.81,145",3
"45.54,8.1",3
"45.56,-73.59",3
"43.22,-79.91",3
"-36.13,144.75",3
"43.69,-79.41",3
"53.11,18.81",3
"49.89,-97.15",3
"37.73,-122.5",3
"35.75,-78.8",3
"53.39,-117.59",3
"14.57,121.04",3
"45.18,9.14",3
"44.62,10.59",3
"44.45,-79.58",3
"46.05,-118.3",3
"45.55,-73.53",3
"-33.92,151.19",3
"43.55,7.02",3
"51.12,6.62",3
"45.66,11.91",3
"51.41,7.34",3
"-33.71,150.69",3
"32.79,-97.06",3
"50.97,10.34",3
"44.96,-93.15",3
"-16.91,145.76",3
"-33.75,151.24",3
"-32.94,151.65",3
"41.48,-81.77",3
"51.05,-114.05",3
"-20.41,-54.57",3
"-22.1,-51.39",3
"39.12,-77.53",3
"50.79,6.47",3
"-32.94,151.61",3
"52.54,13.42",3
"-27.49,153.1",3
"-27.49,153.07",3
"42.15,24.71",3
"22.96,76.03",3
"54.68,25.32",3
"54.69,25.32",3
"43.86,-79.99",3
"-43.53,172.57",3
"44.51,25.89",3
"-31.62,117.71",3
"33.55,-117.22",3
"41.7,44.78",3
"153.03,-27.46",3
"45.32,-75.91",3
"45.49,-73.63",3
"51.2,4.39",3
"-37.6,145.11",3
"43.79,-79.67",3
"41.62,-83.62",3
"47.06,7.58",3
"153.04,-26.39",3
"45.47,-75.48",3
"-33.86,151.25",3
"-27.41,153",3
"53.14,-7.45",3
"-37.83,144.95",3
"43.02,-81.2",3
"49.24,-123.09",3
"-37.88,145.06",3
"-31.91,116.07",3
"43.46,-79.68",3
"-27.41,152.99",3
"43.74,-79.55",3
"40.33,-3.83",3
"59.41,24.73",3
"44.63,-63.57",3
"53.37,14.64",3
"43.69,-79.83",3
"47.09,-122.94",3
"19.63,-99.19",3
"38.95,-92.35",3
"50.58,-113.83",3
"49.27,-123.13",3
"-38.14,144.35",3
"49.26,-123.1",3
"-33.88,150.97",3
"45.49,9.22",3
"43.81,-79.61",3
"37.94,23.64",3
"53.42,-113.43",3
"49.01,12.03",3
"-27.5,152.98",3
"51.47,-0.08",3
"38.47,-77.41",3
"33.93,-117.41",3
"47.72,-53.22",3
"-28.07,153.41",3
"64.9,-147.71",3
"44.88,-93.52",3
"-34.86,150.59",3
"144.95,-37.72",3
"-37.72,145.04",3
"144.97,-37.83",3
"-19.29,146.76",3
"3.02,101.61",3
"38.98,-92.33",3
"39.25,-77.2",3
"38.89,-77.04",3
"53.27,-6.48",3
"-28.21,153.53",3
"-37.69,145.03",3
"45.36,-75.62",3
"-27.18,153.02",3
"-27.57,152.95",3
"-27.36,153",3
"36.68,139.97",3
"-37.78,144.99",3
"-35.23,149.1",3
"-32.13,115.91",3
"45.64,9.6",3
"49.17,-121.93",3
"51.07,-114.13",3
"32.64,-97.1",3
"-27.52,153.19",3
"48.24,-101.33",3
"-27.52,153.18",3
"34.56,-92.99",3
"43.66,-79.77",3
"49.12,-122.73",3
"59.17,18.17",3
"-71.1,42.38",3
"-35.09,139.01",3
"30.29,-97.34",3
"-26.77,152.91",3
"-27.53,152.95",3
"-27.55,152.97",3
"19.33,-99.17",3
"49.28,-123.1",3
"-41.32,174.78",3
"45.52,-73.58",3
"-37.86,145.01",3
"30.5,-90.88",3
"51.41,-3.25",3
"44.05,-79.45",3
"34.92,-82.43",3
"-27.44,153.13",3
"-27.39,153.05",3
"-33.61,151.14",3
"36.01,-84.01",3
"30.37,-97.7",3
"49.29,-123.02",3
"-37.79,144.95",3
"43.9,-78.89",3
"49.85,-97.29",3
"25.21,55.42",3
"14.62,120.98",3
"24.75,78.85",3
"40.82,-73.94",3
"24.49,54.4",3
"41.62,-0.92",3
"49.79,-125.02",3
"-33.9,151.19",3
"48.19,7.76",3
"50.96,10.91",3
"45.46,-75.23",3
"43.84,-70.44",3
"49.45,8.4",3
"1.32,103.76",3
"55.63,12.57",3
"-28.07,153.44",3
"-35.3,149.12",3
"35.71,139.6",3
"-27.32,153.07",3
"23.02,72.55",3
"-27.9,153.2",3
"-33.7,150.93",3
"51.12,-114.08",3
"49.45,8.37",3
"53.87,10.71",3
"-37.68,144.91",3
"51.53,7.22",3
"45.79,-74.09",3
"33.86,-118.25",3
"-27.1,152.93",3
"43.73,-79.42",3
"47.51,-52.81",3
"33.36,-111.75",3
"22.28,114.15",3
"44.68,-63.48",3
"34.41,-119.84",3
"48.44,-71.07",3
"44.65,-63.65",3
"42.6,-5.61",3
"22.25,70.77",3
"32.45,-110.96",3
"-19.29,146.79",3
"-19.28,146.78",3
"20.99,105.85",3
"48.57,-93.44",3
"49.04,-122.87",3
"20.94,72.93",3
"17.36,78.49",3
"44.64,-63.57",3
"-27.66,153.05",3
"49.18,-123.11",3
"53.55,-113.47",3
"43.25,-79.87",3
"58.09,27.45",3
"44.73,-81.27",3
"-30.32,149.78",3
"51.6,7.32",3
"-27.55,151.41",3
"59.36,24.27",3
"-27.52,153.03",3
"59.85,17.65",3
"21.02,105.82",3
"51.01,-114.06",3
"-31.9,116.04",3
"51.02,-114.1",3
"-26.56,148.77",3
"50.37,-105.58",3
"52.11,7.38",3
"59.4,24.68",3
"54.19,16.18",3
"-26.39,153.04",3
"43.66,-79.33",3
"48.73,-123.65",3
"-27.43,152.98",3
"53.85,-8.99",3
"43.64,-79.37",3
"54.24,-111.15",3
"43.25,-79.88",3
"-27.68,152.9",3
"152.98,-27.49",3
"45.53,-73.59",3
"48.39,9.98",3
"-28.09,153.38",3
"52.05,-107.97",3
"49.16,-123.18",3
"9.51,100.05",3
"-35.29,149.12",3
"45.05,7.68",3
"40.7,-99.07",3
"153,-27.47",3
"43.18,-79.53",3
"-35.39,149.1",3
"43.19,-79.22",3
"49.62,6.16",3
"51.2,4.42",3
"35.32,-80.86",3
"37.75,-122.42",3
"41.88,-88.01",3
"-33.8,151.13",3
"-36.76,144.27",3
"40.77,-73.9",3
"-45.02,168.68",3
"40.74,-73.99",3
"-33.88,151.16",3
"-33.88,151.15",3
"-33.89,151.24",3
"-33.89,151.27",3
"45.63,9.89",3
"-33.89,151.14",3
"-37.78,145.38",3
"43.18,-79.54",3
"42.03,-88.11",3
"43.6,-79.72",3
"43.86,-79.54",3
"43.64,-79.38",3
"42.76,-81.17",3
"49.28,-123.11",3
"38.9,-77.03",3
"37.33,-121.9",3
"41.84,-88.33",3
"53.01,-112.81",3
"-38.31,144.33",3
"37.78,-122.43",3
"51.54,-0.26",3
"-17.53,146.03",3
"39.36,-77.44",3
"49.86,8.58",3
"-21.09,149.17",3
"-35.02,117.91",3
"-26.71,153.06",3
"-27.96,153.37",3
"51.37,7.19",3
"18.54,73.88",3
"48.68,10.14",3
"43.85,-79.28",3
"51.72,-1.22",3
"38.54,-0.13",3
"46.87,-122.97",3
"48.82,9.1",3
"48.83,9.03",3
"44.06,-81.75",3
"-21.2,149.14",3
"49.78,18.77",3
"32.75,-96.8",3
"43.03,-108.37",3
"47.62,-122.19",2
"-37.71,145.12",2
"53.79,-1.54",2
"-37.73,145.19",2
"45.34,-75.81",2
"-38.27,145",2
"44.81,20.45",2
"40.26,-76.88",2
"45.06,7.67",2
"49.18,-121.78",2
"-27.91,153.32",2
"-27.92,153.38",2
"51.47,7.2",2
"-27.39,152.98",2
"-27.98,153.39",2
"-37.78,144.95",2
"33.62,-86.61",2
"33.62,-86.6",2
"-21.09,149.18",2
"-27.56,153.07",2
"-37.74,144.96",2
"39.95,-75.19",2
"45.46,9.19",2
"53.41,-1.5",2
"52.93,-1.2",2
"-37.83,144.88",2
"45.62,-73.72",2
"43.49,-79.7",2
"35.75,51.39",2
"-25.9,153.09",2
"40.66,22.91",2
"-19.39,146.72",2
"29.7,-98.07",2
"51.11,-113.92",2
"47.98,11.45",2
"-27.55,153.1",2
"-27.61,153.11",2
"-26.74,153.12",2
"43.2,-79.26",2
"30.48,49.09",2
"30.71,49.17",2
"51.54,-0.1",2
"49.18,-97.94",2
"153.05,-27.47",2
"151.21,-33.88",2
"149.17,-35.28",2
"42.44,-76.48",2
"52.05,-107.98",2
"37.61,-122.38",2
"-27.54,153.03",2
"45.5,-73.56",2
"-27.55,152.98",2
"53.48,-113.44",2
"39.35,-76.54",2
"50.87,-114.13",2
"50.88,-114.03",2
"-31.89,115.99",2
"-40.86,172.81",2
"-31.88,116.02",2
"-20.06,146.29",2
"49.89,-119.38",2
"51.15,-114.13",2
"34.92,-85.16",2
"144.66,-37.88",2
"144.54,-37.68",2
"41.24,-73.9",2
"51.44,5.47",2
"-28,153.32",2
"-27.57,152.78",2
"43.44,-80.42",2
"-0.13,51.44",2
"43,-89.54",2
"37.85,-122.27",2
"34.1,-118.31",2
"45.3,-75.88",2
"49.05,-122.87",2
"-33.76,150.73",2
"-33.88,151.24",2
"-27.51,153.06",2
"44.67,-63.49",2
"53.73,20.5",2
"38.88,-9.09",2
"49.14,-122.64",2
"-37.72,145.12",2
"44.15,-81.02",2
"-27.53,153.06",2
"45.98,-66.65",2
"45.97,-66.64",2
"41.9,12.41",2
"43.85,-79.43",2
"40.91,14.42",2
"-37.76,175.23",2
"45.48,9.2",2
"-27.28,152.94",2
"42.77,-81.16",2
"42.49,-83.07",2
"43.76,-79.17",2
"-27.32,153.06",2
"-35.28,149.13",2
"45.41,-80.07",2
"62.92,27.63",2
"34.04,-118.45",2
"62.89,27.66",2
"53.58,-113.46",2
"40.58,-105.07",2
"52.4,-1.48",2
"52.13,5.2",2
"-25.28,130.99",2
"-19.27,146.79",2
"40.95,14.25",2
"45.49,-73.62",2
"29.92,-95.49",2
"29.92,-95.48",2
"43.67,-79.37",2
"44.49,11.37",2
"45.65,9.61",2
"-33.88,151.17",2
"45.64,9.61",2
"-27.61,153.07",2
"47.63,-117.4",2
"-41.12,146.87",2
"40.71,-73.6",2
"52.04,5.28",2
"-41.12,146.86",2
"-27.63,152.75",2
"49.12,-122.82",2
"-28.21,153.54",2
"35.23,-80.77",2
"43.43,-79.75",2
"-27.35,152.97",2
"42.99,-79.24",2
"49.27,-122.95",2
"3.02,101.6",2
"-19.27,146.73",2
"-33.89,151.16",2
"45.44,-73.68",2
"43.81,-79.23",2
"51.26,-113.98",2
"43.42,-79.73",2
"34.02,-118.28",2
"45.51,11.85",2
"53.54,-113.41",2
"34.16,-118.12",2
"49.2,-122.77",2
"153.09,-27.57",2
"-28.14,153.22",2
"17.88,59.36",2
"51.99,4.47",2
"34.15,-118.37",2
"43.85,-79.03",2
"35.74,-78.71",2
"37.42,-122.14",2
"37.4,-122.11",2
"51.98,5.93",2
"37.39,-122.08",2
"49.26,-122.87",2
"-35.29,149.16",2
"-33.9,151.18",2
"153.03,-27.45",2
"153.01,-27.45",2
"34.09,-118.35",2
"39.59,-105.06",2
"50.23,-5.23",2
"-34.89,138.56",2
"1.29,103.84",2
"36.17,-115.34",2
"54.7,25.31",2
"36.15,-115.33",2
"49.86,-97.31",2
"43.53,-80.29",2
"39.59,-104.93",2
"153.09,-26.56",2
"-35.37,149.24",2
"-35.24,149.08",2
"-33.91,151.24",2
"52.99,-0.42",2
"47.66,-117.44",2
"43.55,-79.67",2
"30.16,-85.67",2
"-43.53,172.59",2
"-30.71,116.25",2
"-30.7,116.24",2
"42.89,-106.48",2
"-30.68,116.26",2
"25.37,55.4",2
"54.76,25.28",2
"45.54,9.22",2
"38.88,-77.06",2
"-6.28,106.71",2
"-35.4,149.09",2
"51.16,-114.07",2
"-33.73,150.85",2
"42.25,-83.62",2
"-27.53,152.94",2
"-27.51,152.94",2
"42.23,-83.76",2
"47.65,-117.44",2
"45.59,-73.51",2
"22.32,114.18",2
"-31.78,115.82",2
"-35.44,149.12",2
"-6.14,106.81",2
"-37.75,145.31",2
"-33.37,115.62",2
"-27.24,153.09",2
"51.22,4.4",2
"-33.36,115.63",2
"-33.35,115.63",2
"37.28,-83.81",2
"-33.32,115.63",2
"51.22,4.39",2
"35.1,-106.56",2
"-23.37,150.49",2
"49.87,-119.52",2
"48.19,16.39",2
"-33.75,151.02",2
"21.2,72.85",2
"-31.88,115.78",2
"-34.01,151.08",2
"45.44,-73.87",2
"-34.03,151.05",2
"-42.86,147.29",2
"-27.58,153.17",2
"50.41,-104.52",2
"-42.83,147.26",2
"-38.38,142.62",2
"53.94,-1.1",2
"-38.38,142.59",2
"-36.37,145.4",2
"-34.99,117.85",2
"-27.4,153",2
"-32.01,115.76",2
"40.72,-74.15",2
"61.68,27.3",2
"50.73,-3.52",2
"24.64,60.15",2
"45.34,-75.72",2
"-23.38,150.5",2
"28.47,77.07",2
"50.9,-114.12",2
"52.38,-113.79",2
"55.71,21.12",2
"46.23,-63.09",2
"153.03,-27.58",2
"55.71,21.13",2
"-38.03,145.34",2
"-31.89,115.9",2
"54.69,25.22",2
"153.1,-27.8",2
"-38.01,145.35",2
"-42.11,148.26",2
"-33.88,151.27",2
"-33.9,151.25",2
"24.76,46.66",2
"-27.35,153",2
"40.43,-3.7",2
"-32.08,115.79",2
"22.38,114.17",2
"22.41,114.2",2
"-27.17,151.26",2
"43.66,-79.41",2
"34.88,135.23",2
"-27.15,151.26",2
"50.89,-114.08",2
"54.69,25.21",2
"55.66,21.2",2
"151.96,-27.54",2
"-27.21,153.09",2
"-38.43,145.73",2
"-28.61,153",2
"47.4,-122.21",2
"-34.95,138.61",2
"50.96,5.84",2
"-36.79,174.7",2
"-0.12,51.54",2
"43.65,-79.4",2
"37.39,-122.01",2
"51.98,5.95",2
"-27.39,153.04",2
"52.12,-106.69",2
"-16.94,145.75",2
"152.97,-27.35",2
"-1.21,36.8",2
"52.52,13.4",2
"40.64,-89.51",2
"52.56,-7.39",2
"24.79,46.63",2
"-12.46,130.83",2
"3.14,101.7",2
"-28.09,153.45",2
"17.93,102.63",2
"54.57,-1.14",2
"-27.61,152.96",2
"17.93,102.62",2
"-27.49,153.09",2
"46.12,-64.86",2
"34.09,-118.36",2
"50.96,-114.07",2
"59.4,24.72",2
"59.4,24.73",2
"-35.44,149.09",2
"20.6,-103.41",2
"56.06,24.41",2
"45.46,9.13",2
"8.08,98.89",2
"21.19,72.81",2
"26.62,92.8",2
"-31.97,115.82",2
"40.7,-73.92",2
"153.1,-27.57",2
"-6.18,106.74",2
"-27.48,152.95",2
"52.25,-0.95",2
"-27.23,153.02",2
"45.75,8.66",2
"-33.93,150.79",2
"-27.63,153.15",2
"55.7,21.15",2
"-34.78,149.13",2
"47.5,19.05",2
"41.4,2.14",2
"53.37,-1.48",2
"50.79,-1.13",2
"45.78,9.04",2
"39.31,16.25",2
"-42.89,147.43",2
"-42.87,147.42",2
"-37.78,144.82",2
"-35.32,149.13",2
"-33.81,151.16",2
"52.18,21.05",2
"-26.9,152.95",2
"50.74,-1.87",2
"44.13,12.38",2
"40.43,-3.63",2
"-35.33,149.13",2
"40.4,-3.7",2
"-37.83,145",2
"51.97,5.79",2
"-33.72,151.09",2
"-33.7,151.09",2
"61.52,23.71",2
"55.75,21.12",2
"-33.8,151.12",2
"-33.96,151.1",2
"-33.95,151.08",2
"52.54,13.44",2
"50.87,4.44",2
"-33.96,151.13",2
"51.51,-0.17",2
"-35.04,138.62",2
"-27.69,152.91",2
"-27.63,153.14",2
"54.56,23.34",2
"54.92,23.88",2
"38.23,-85.5",2
"-33.74,120.99",2
"25.22,55.36",2
"55.62,12.57",2
"55.85,12.56",2
"50.51,18.29",2
"-32.15,115.86",2
"45.44,12.31",2
"61.49,23.78",2
"-27.38,153.11",2
"53.54,10",2
"53.29,-6.32",2
"-35.64,150.13",2
"49.22,-122.63",2
"-26.67,153.06",2
"-28.07,153.39",2
"52.03,4.65",2
"37.4,-122.07",2
"-28.08,153.39",2
"-37.74,144.97",2
"-27.51,153.05",2
"-32.35,115.76",2
"-80.09,41.33",2
"37.9,-122.3",2
"-28.67,153.6",2
"-37.72,144.88",2
"54.68,25.29",2
"50.94,-114.04",2
"43.21,-79.71",2
"36,-115.25",2
"39.91,-75.14",2
"43.64,-79.57",2
"49.21,-124.02",2
"52.37,4.89",2
"53.27,-110.01",2
"51.98,5.84",2
"49.26,-122.84",2
"51.81,-2.73",2
"-34.58,138.73",2
"-27.56,152.86",2
"33.39,-111.75",2
"37.25,-121.8",2
"46.2,-73.68",2
"3.77,51.73",2
"-16.97,145.75",2
"43.7,-80.37",2
"39.43,-119.72",2
"43.89,-79.45",2
"33.57,-117.23",2
"51.17,-114.13",2
"59.3,18.13",2
"39.98,-105.25",2
"38.36,-81.83",2
"-37.88,144.99",2
"54.72,25.29",2
"25.5,-103.39",2
"-0.13,-78.47",2
"22.97,72.61",2
"53.95,-1.38",2
"52.09,5.11",2
"14.41,121.03",2
"50.91,-113.95",2
"49.04,-122.84",2
"-33.75,151.14",2
"2.13,41.41",2
"39.95,-86.33",2
"18.28,-66.85",2
"39.71,-104.98",2
"21.19,72.77",2
"-68.1,-16.51",2
"37.42,-122.15",2
"37.76,-122.43",2
"-27.46,153.07",2
"37.83,-122.21",2
"40.44,-88.99",2
"40.47,-88.99",2
"45.58,-73.43",2
"-37.9,144.66",2
"-37.77,145.01",2
"-37.9,144.67",2
"-37.79,144.99",2
"44.24,-79.3",2
"53.28,-113.22",2
"-27.99,153.36",2
"50.59,-113.89",2
"33.98,-118.37",2
"-23.58,148.87",2
"53.64,-113.47",2
"53.02,-112.83",2
"-37.93,145.02",2
"-38.41,146.01",2
"41.31,2.01",2
"-27.55,152.53",2
"22.7,72.84",2
"21.19,72.83",2
"41.85,-87.62",2
"43.27,-81.13",2
"144.27,-36.76",2
"45.51,-73.8",2
"40.64,-73.7",2
"-37.91,144.63",2
"55.14,-118.78",2
"-26.4,153.07",2
"-26.39,153.09",2
"21.21,72.85",2
"51.07,-114.21",2
"-33.83,151.21",2
"-29.84,115.27",2
"53.58,-113.68",2
"-33.76,151.13",2
"44.23,-87.63",2
"49.03,-122.81",2
"47.52,-52.77",2
"44,-79.44",2
"51.83,9.44",2
"46.1,-64.78",2
"41.36,2.12",2
"44.66,-63.49",2
"21.3,-157.8",2
"-36.91,174.78",2
"34.21,-80.48",2
"21.3,-157.84",2
"144.74,-37.76",2
"42.14,-75.9",2
"-42.91,147.35",2
"22.99,72.61",2
"22.96,72.65",2
"41.17,-73.19",2
"52.26,6.16",2
"51.03,-114.07",2
"45.52,-122.67",2
"34.71,135.25",2
"-42.88,147.32",2
"36.07,-95.92",2
"-35.36,149.1",2
"-35.3,149.11",2
"-35.38,149.05",2
"-35.26,149.13",2
"51.42,-2.85",2
"21.17,72.78",2
"40.75,-73.97",2
"36.11,-79.84",2
"44.58,-80.95",2
"-27.4,152.97",2
"49.18,-122.79",2
"44.32,-76.45",2
"38.87,-91.96",2
"43.79,-79.66",2
"21.02,105.83",2
"-33.45,151.43",2
"53.61,-113.43",2
"35.55,-78.4",2
"51.05,-114.21",2
"-29.56,153.12",2
"-29.56,153.13",2
"52.09,6.15",2
"50.38,-97.26",2
"48.9,-64.58",2
"51.38,-0.28",2
"22.52,113.98",2
"51.02,-114.08",2
"53.45,-113.56",2
"37.17,-93.3",2
"45.28,-75.67",2
"42.99,-7.55",2
"38.73,-9.13",2
"33.44,-117.59",2
"43.62,-79.73",2
"40.35,-79.82",2
"-33.91,151.19",2
"-33.92,151.2",2
"37.73,-122.47",2
"43.25,-79.92",2
"-31.89,115.78",2
"51.13,-114.08",2
"44.81,-63.67",2
"45.55,10.21",2
"43.72,-79.53",2
"34.82,135.58",2
"33.77,-84.4",2
"33.78,-84.4",2
"45.52,10.21",2
"45.55,-122.42",2
"44.34,26.03",2
"33.67,-117.16",2
"43.25,-71.58",2
"42.97,-81.19",2
"59.42,24.73",2
"45.47,-73.85",2
"49.29,-117.65",2
"50.44,-104.61",2
"51.08,-114.05",2
"43.17,-80.28",2
"43.24,-79.93",2
"52.37,4.85",2
"45.54,-73.9",2
"42.06,-71.24",2
"43.92,-78.58",2
"49.89,24.09",2
"45.55,-73.77",2
